,Specs,Score
5293,exactly,27.38140150221919
8018,is it,27.348806853341586
10708,other words,27.332784077826393
4389,deliberate,27.278945459201093
7596,in the usa,27.278945459201093
16477,too many,27.278945459201093
2428,basically,27.262288669904724
15540,there is no,27.25848136284216
12846,send,27.252011138613863
5973,fraud,27.221437964108915
11743,quite,27.106405701053987
5105,enemies,27.047889163916395
7469,in mind,27.047889163916395
1291,americans,27.032502081983914
4747,dollars,26.97773683618362
7970,is being,26.94653465346535
8813,little,26.944050065383912
2438,be a,26.935538871107664
11269,policy,26.90255775577559
5207,et,26.891979882701648
2123,as their,26.825495049504955
9116,matthew,26.825495049504955
15793,thoughts,26.825495049504955
17139,w bush,26.825495049504955
13435,stated,26.752753991615386
2132,as we,26.67465965346535
2385,background,26.672301376479112
12914,sex,26.66029708192339
17496,wenger,26.613861386138613
1935,are not,26.59789859433191
13244,somehow,26.551058046981176
8952,made,26.53053657638491
8221,it is the,26.529514636246237
10375,officers,26.529514636246237
7102,i have,26.490639267942342
16733,un,26.466704482948302
862,abused,26.454435425160167
3393,chemicals,26.454435425160167
7489,in order,26.441985375008095
6430,happen,26.42170173267328
12266,reveals,26.41733910891089
3149,cancer,26.40635313531354
10869,paper,26.227519350691978
2614,begins,26.1958015187112
12941,she,26.168276520267963
8473,killing,26.11424929806415
4696,do not know,26.090275133282564
10367,offered by,26.090275133282564
11892,recently,26.086465538677164
3230,catholic church,26.06629358588033
9559,must,26.024272896039612
2618,behalf of,26.01961951002793
10411,on behalf,26.01961951002793
10412,on behalf of,26.01961951002793
9231,members,25.995255775577565
8875,look at the,25.970852814448122
1812,anything,25.95994870571396
1414,and as,25.898033927034017
16177,to kill,25.878867574257427
6293,grand,25.8416474459946
8468,killed,25.8396153906792
1286,america is,25.78867574257426
3453,christopher,25.78867574257426
6437,happens to,25.78867574257426
11255,poison,25.78867574257426
16886,us military,25.78867574257426
16149,to his,25.748910988539805
2373,back in,25.722806655665565
7849,interest,25.714918826441473
68,19,25.70449352627569
2637,being told,25.690099009900994
3196,carrier,25.690099009900994
7695,indeed the,25.690099009900994
7726,ineffective,25.690099009900994
2833,branch,25.607673267326735
13083,sin,25.607673267326735
15282,the swamp,25.607673267326735
17753,whose,25.59444659549754
335,9,25.58986931532137
3686,comfort,25.557385701805472
9046,mankind,25.557385701805472
11963,refugee,25.557385701805472
12132,represents the,25.557385701805472
14797,the japanese,25.557385701805472
4287,dc,25.466584158415838
9248,mention,25.466584158415838
1278,amazing,25.37600347872625
4002,corner,25.37600347872625
4553,die,25.335430739335624
6751,heart,25.335430739335624
9888,novel,25.334161972231716
2688,bernie,25.324762788778884
4312,deaths in,25.324762788778884
17179,war on,25.324762788778884
17321,way,25.29124791754141
17791,will be,25.26781145125475
8498,know that,25.26442675517552
17942,women,25.204981435643564
10325,of us,25.204689827389817
7776,injected,25.158415841584162
8735,life and,25.158415841584162
13523,strains,25.158415841584162
4555,died,25.07100325417158
2082,as i,25.04238861386139
3775,computer,25.04238861386139
13944,ten,25.04238861386139
8607,laws,25.026861592409244
7008,how the,24.908467409240927
1127,aircraft,24.796720297029708
6425,hands of,24.796720297029708
10101,of government,24.796720297029708
10001,of all,24.78553839839943
11711,qanon,24.770194397488524
1691,and therefore,24.74300742574258
6055,fully,24.606872451951077
6906,history,24.581600849305115
16058,to do,24.56664127951258
7389,in china,24.530204207920793
15823,through,24.511311771246927
3001,by his,24.48051516089109
3963,control the,24.48051516089109
6243,golden,24.48051516089109
9556,music,24.449289069531957
17923,within,24.447366502175697
2800,book,24.43173886138614
10669,order to,24.43100247524753
10008,of american,24.43086496149615
2308,august,24.377085345729704
5535,fear,24.372297854785486
