,Specs,Score
4033,computer,34.57086276669884
3580,chemtrails,34.56304342692517
7326,human being,34.56304342692517
16833,tree,34.54377469758528
12190,reductions,34.39606697586489
2954,brown,34.25142520202854
6195,foreign,34.125701487682164
6379,fuel,34.08244057527121
16957,ukraine,33.9601388528113
11117,paris agreement,33.83529294375086
3979,communities,33.785154817043576
9049,likely to,33.77545948895372
2577,be,33.773398170063814
9032,like,33.59736161076694
8663,jet,33.5728389636622
4500,dark,33.56816775686589
6015,flu,33.56816775686589
12949,says,33.552910794928465
5081,drugs,33.4955719322593
4874,discredit,33.166037735849066
8052,infiltrate,33.166037735849066
15362,the propaganda,33.166037735849066
10088,not to,33.04491389918741
14351,that he,32.985737861291746
12623,risk of,32.944276397654264
6654,got,32.85742353658622
11473,points and,32.85451153564597
10086,not the,32.78440481794905
221,2050,32.53605706450607
3356,catholic,32.458539211750534
11235,people,32.45216299186556
1506,and as,32.40586739713951
8100,inside,32.40586739713951
6282,fraud,32.40229532198267
15651,the weather,32.28449502371433
5002,donate,32.25771619459012
7045,he will,32.25771619459012
3861,coal,32.2383421535718
2165,army,32.201270455994525
16709,together,32.07581168702324
9172,lord,32.03692872016484
5134,earth and,31.810723617811846
5684,experiment,31.810723617811846
1105,affect,31.755966137842485
8161,interests,31.74469514911214
13140,self,31.700918161743427
8572,it s,31.693830847235738
1066,admission,31.577326883568176
10640,of whom are,31.577326883568176
11605,pray,31.577326883568176
16936,tyranny,31.577326883568176
17863,whom are,31.577326883568176
6721,greenhouse gases,31.352049426776816
4214,control of,31.269428123061214
13946,supposed,31.269428123061214
6585,global warming,31.249656245435254
1723,and or,31.164131579568807
6823,happened,31.029018978125176
5368,energy,30.992667248407894
4962,does,30.78348294821197
13953,sure,30.75445249958675
4922,do,30.685246847023713
1248,all about,30.591840114608672
3730,climate change is,30.55833588861813
190,2015,30.443646770820177
14555,the answer,30.41364715632825
3707,climate change and,30.408426619947775
8369,is not,30.292545508407898
3879,code,30.226462323187004
10708,on climate change,30.17215355234405
1347,always,30.151722672208187
1853,and us,30.150943396226417
8180,internet to,30.150943396226417
16279,to discredit,30.150943396226417
16562,to russian,30.150943396226417
6044,food,30.08407704939689
9966,news,30.077431319120517
8885,lead,30.056804045426624
3486,change is,30.022083975668814
2547,bankers,29.9966748113277
6862,has been,29.97272560671609
12568,richard,29.886741590994546
4272,corruption,29.83983665815673
5574,every,29.818039845404243
15160,the money,29.72896309065578
6661,government,29.690835624435962
